Name,Hours
Left 4 Dead,1.5
Fallout 2,1.1
Call of Duty Advanced Warfare,0.6
Surgeon Simulator,0.5
Trove,26.0
Dota 2,18.9
Torchlight II,6.0
Magicka Wizard Wars,0.5
Unturned,0.9
Counter-Strike Global Offensive,146.0
Garry's Mod,29.0
No More Room in Hell,5.5
Left 4 Dead 2,4.0
Dota 2,0.8
Stronghold Kingdoms,53.0
Counter-Strike Nexon Zombies,22.0
Kingdom Wars,1.2
Firefall,0.3
Garry's Mod,23.0
Grand Theft Auto Episodes from Liberty City,13.8
Battlefield Bad Company 2,11.4
Team Fortress 2,3.6
Loadout,2.9
Grand Theft Auto IV,0.7
Arma 2 Operation Arrowhead,0.5
Arma 2,0.3
Dota 2,3.5
RollerCoaster Tycoon Deluxe,6.8
Europa Universalis IV,555.0
AdVenture Capitalist,80.0
Crusader Kings II,61.0
Victoria II,51.0
Sid Meier's Civilization IV Beyond the Sword,41.0
The Binding of Isaac,34.0
Sid Meier's Civilization V,24.0
Clicker Heroes,24.0
Fortune Summoners Secret of the Elemental Stone,22.0
Garry's Mod,21.0
Tropico 4,15.5
The Sims(TM) 3,15.4
Magicka,14.5
Sid Meier's Civilization III Complete,12.8
Realm of the Mad God,12.1
FTL Faster Than Light,10.9
Galactic Civilizations II Ultimate Edition,9.6
Counter-Strike Source,9.2
Hearts of Iron III,8.2
Terraria,7.4
Sid Meier's Civilization IV Colonization,7.2
Recettear An Item Shop's Tale,5.9
SimCity 4 Deluxe,5.8
Robocraft,5.5
Darwinia,5.4
Don't Starve,5.3
Reus,4.4
Team Fortress 2,2.9
Sid Meier's Civilization IV,2.5
Knights of Pen and Paper +1,2.4
Fortix,2.4
DLC Quest,2.3
Uplink,1.9
PlanetSide 2,1.7
Warframe,1.7
Atom Zombie Smasher ,1.7
Dwarfs F2P,1.0
The Elder Scrolls V Skyrim,1.0
DEFCON,0.9
Castle Story,0.9
The Elder Scrolls III Morrowind,0.8
Multiwinia,0.8
Orcs Must Die! 2,0.7
Don't Starve Together Beta,0.6
Prison Architect,0.6
Fallout New Vegas,0.5
Chantelise,0.5
Impire,0.5
PixelJunk Eden,0.5
World of Guns Gun Disassembly,0.5
Sanctum 2,0.4
Sid Meier's Ace Patrol Pacific Skies,0.4
Papo & Yo,0.3
Five Nights at Freddy's,0.3
Natural Selection 2,0.2
Receiver,0.1
Counter-Strike Global Offensive,32.0
Grand Theft Auto IV,222.0
Farming Simulator 2013,158.0
Arma 3,48.0
Take On Helicopters,44.0
Euro Truck Simulator 2,36.0
Microsoft Flight Simulator X Steam Edition,28.0
Assetto Corsa,16.9
DiRT 3,6.0
Helicopter Simulator 2014 Search and Rescue,3.2
ACE COMBAT ASSAULT HORIZON Enhanced Edition,3.0
Towtruck Simulator 2015,2.3
Test Drive Unlimited 2,0.8
Farming Simulator 2013 - Modding Tutorials,0.1
Day of Defeat Source,853.0
Team Fortress 2,400.0
Garry's Mod,356.0
Counter-Strike Global Offensive,189.0
Warframe,83.0
Unturned,32.0
Starbound,24.0
Chivalry Medieval Warfare,13.5
Aura Kingdom,12.3
Hitman Absolution,10.8
Awesomenauts,8.2
The Lord of the Rings War in the North,6.7
Killing Floor,5.4
Left 4 Dead 2,4.1
Half-Life 2,3.7
Dota 2,3.4
A.V.A - Alliance of Valiant Arms,3.4
Batman Arkham Asylum GOTY Edition,3.0
Portal,2.9
PlanetSide 2,2.8
Robocraft,2.0
Forge,1.9
Alien Swarm,1.7
Hitman Sniper Challenge,1.6
Archeblade,0.9
Heroes & Generals,0.2
Only If,0.1
Team Fortress 2,24.0
Unturned,10.2
Blacklight Retribution,7.1
Warframe,4.9
Fistful of Frags,4.6
CrimeCraft GangWars,3.6
Dizzel,0.7
Forge,0.7
GunZ 2 The Second Duel,0.4
MicroVolts Surge,0.4
Super Monday Night Combat,0.2
Only If,0.2
Velvet Sundown,0.1
The Mighty Quest For Epic Loot,0.1
Dota 2,7.9
Dota 2,28.0
Counter-Strike Global Offensive,70.0
PAYDAY 2,10.1
Card Hunter,0.8
Dota 2,1.5
Counter-Strike Global Offensive,37.0
Rust,14.5
Team Fortress 2,12.4
PlanetSide 2,9.7
Star Wars - Battlefront II,7.1
Dota 2,34.0
Dota 2,2427.0
GunZ 2 The Second Duel,9.1
Dota 2,28.0
Dota 2,5.9
Dota 2,88.0
Team Fortress 2,12.1
Sid Meier's Civilization V,424.0
Battle Islands,365.0
Kingdoms CCG,300.0
Sid Meier's Civilization Beyond Earth,230.0
Pillars of Eternity,141.0
Craft The World,130.0
Dota 2,123.0
Fallout 3 - Game of the Year Edition,100.0
Guns and Robots,95.0
Magic Duels,70.0
Euro Truck Simulator 2,61.0
Blood Bowl Chaos Edition,48.0
Panzar,31.0
Banished,30.0
Sid Meier's Railroads!,25.0
The Lord of the Rings War in the North,22.0
Blackguards 2,10.7
Wargame European Escalation,6.4
Epic Arena,4.7
"Warhammer 40,000 Regicide",3.4
Oddworld Munch's Oddysee,1.2
Railroad Tycoon 3,1.0
Borderlands 2,0.3
Sid Meier's Civilization V,2076.0
Fallout New Vegas,218.0
Fallout 4,36.0
Deus Ex Game of the Year Edition,14.0
Sid Meier's Civilization Beyond Earth,7.0
Child of Light,6.6
Call of Duty Black Ops,6.2
Borderlands 2,5.2
Dishonored,4.1
Galactic Civilizations II Ultimate Edition,3.5
The Vanishing of Ethan Carter,3.2
Deus Ex Invisible War,3.0
Tomb Raider Legend,2.8
Rise of Nations Extended Edition,2.4
Riven,2.3
Portal 2,2.3
Tropico 3 Absolute Power,2.0
Deus Ex Human Revolution,1.9
Tomb Raider,1.8
The Secret of Monkey Island Special Edition,1.8
Hyperdimension Neptunia Re;Birth1,1.2
Dead Island,0.9
DarkStar One,0.8
Life Is Strange,0.7
Portal,0.6
Halo Spartan Assault,0.5
DOOM II Hell on Earth,0.4
Myst Masterpiece Edition,0.4
Myst V,0.3
realMyst,0.2
Cosmic Osmo,0.2
Far Cry 3,0.1
Counter-Strike Global Offensive,350.0
Sid Meier's Civilization V,198.0
Endless Space,114.0
The Binding of Isaac Rebirth,74.0
Sonic Generations,53.0
DARK SOULS II Scholar of the First Sin,53.0
PlanetSide 2,45.0
Path of Exile,43.0
Distance,32.0
The Binding of Isaac,31.0
The Talos Principle,30.0
Darksiders II,28.0
The Elder Scrolls V Skyrim,27.0
Dark Souls Prepare to Die Edition,27.0
DRAGON BALL XENOVERSE,26.0
Dota 2,24.0
DmC Devil May Cry,23.0
MapleStory,16.7
Half-Life 2,16.4
Deus Ex Human Revolution,14.2
Ultra Street Fighter IV,14.1
Blacklight Retribution,13.5
Race The Sun,13.1
Risk of Rain,12.8
HAWKEN,11.3
Terraria,10.9
Magic The Gathering - Duels of the Planeswalkers 2013,10.8
Sonic Adventure 2 ,10.4
Hotline Miami 2 Wrong Number,10.0
Rayman Origins,9.2
Batman Arkham Asylum GOTY Edition,8.8
Rogue Legacy,8.7
The Banner Saga,7.8
Transistor,7.5
Devil May Cry 4,7.4
Torchlight II,7.4
Team Fortress 2,7.4
Bastion,6.6
Shovel Knight,6.5
Hotline Miami,6.4
Dungeons of Dredmor,6.2
Super Meat Boy,5.9
Audiosurf,5.4
Antichamber,5.2
DeadCore,5.1
Crimzon Clover  WORLD IGNITION,3.7
Dustforce,3.5
FTL Faster Than Light,3.5
VVVVVV,3.1
DLC Quest,3.1
Frozen Synapse,3.0
Torchlight,3.0
They Bleed Pixels,2.8
Darksiders,2.6
DC Universe Online,2.6
Batman Arkham City GOTY,2.3
RIFT,2.2
FINAL FANTASY VII,2.1
Before the Echo,2.0
BioShock,1.9
Nidhogg,1.8
The Basement Collection,1.6
BIT.TRIP RUNNER,1.5
Mirror's Edge,1.5
Skullgirls,1.5
The Witcher 2 Assassins of Kings Enhanced Edition,1.4
Oddworld Stranger's Wrath HD,1.4
Half-Life 2 Update,1.3
One Way Heroics,1.2
Transformers War for Cybertron,1.1
E.Y.E Divine Cybermancy,1.1
BRINK,1.0
Breath of Death VII ,1.0
The Witcher Enhanced Edition,1.0
Sid Meier's Civilization IV,0.9
Half-Life 2 Lost Coast,0.9
Counter-Strike Source,0.8
Valkyria Chronicles,0.8
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0.8
Magicka,0.7
Darksiders II Deathinitive Edition,0.7
Unepic,0.7
Endless Legend,0.6
Giana Sisters Twisted Dreams,0.6
Sins of a Solar Empire Trinity,0.6
Sonic CD,0.6
Nosgoth,0.6
Chime,0.6
Cthulhu Saves the World ,0.6
Europa Universalis IV,0.6
LISA,0.5
Braid,0.4
DOOM 3,0.4
Vessel,0.3
Brothers - A Tale of Two Sons,0.3
Star Wars Knights of the Old Republic,0.3
Far Cry 3 Blood Dragon,0.3
Sanctum,0.2
SolForge,0.2
Thief Gold,0.2
The Elder Scrolls III Morrowind,0.1
LIMBO,0.1
Dota 2,30.0
Dota 2,2.6
Dota 2,13.3
Football Manager 2012,67.0
Football Manager 2014,9.7
Order of War,0.9
Dota 2,1335.0
Counter-Strike Source,24.0
Team Fortress 2,1931.0
Counter-Strike Source,136.0
Borderlands,73.0
Left 4 Dead,31.0
Left 4 Dead 2,25.0
Alien Swarm,7.2
Counter-Strike,3.5
The Dig,3.4
Worms Reloaded,2.9
The Secret of Monkey Island Special Edition,2.6
Day of Defeat Source,2.4
Plants vs. Zombies Game of the Year,2.1
Age of Chivalry,1.5
Team Fortress Classic,1.3
Half-Life 2 Deathmatch,0.2
Counter-Strike Global Offensive,796.0
Dota 2,597.0
Team Fortress 2,7.4
Everlasting Summer,4.3
Unturned,2.6
Grand Theft Auto IV,1.6
Dragons and Titans,1.1
Nosgoth,0.1
Counter-Strike Global Offensive,125.0
Grand Theft Auto V,132.0
The Forest,43.0
The Expendabros,21.0
Garry's Mod,21.0
Octodad Dadliest Catch,17.9
Depth,10.7
Call of Juarez Gunslinger,10.4
GRID Autosport,5.9
Portal 2,4.7
Warframe,4.6
Killing Floor,4.6
Tom Clancy's Ghost Recon Phantoms - NA,3.5
Far Cry 3 Blood Dragon,3.4
Mafia II,3.2
Wolfenstein The New Order,3.0
Cry of Fear,2.7
Outlast,2.7
Alien Isolation,2.5
Vindictus,2.2
Worms Revolution,1.9
BioShock Infinite,1.9
Alan Wake's American Nightmare,1.8
Only If,1.3
Serious Sam 3 BFE,1.1
BioShock 2,1.1
Mirror's Edge,1.0
Unturned,0.9
Blood One Unit Whole Blood,0.8
Aliens vs. Predator,0.8
Kung Fury,0.6
Crysis 2 Maximum Edition,0.5
BioShock,0.4
Passing Pineview Forest,0.4
Dead Island Epidemic,0.3
FreeStyle2 Street Basketball,0.3
Hotline Miami,0.3
Counter-Strike Global Offensive,0.3
Heroes & Generals,0.2
Path of Exile,0.2
Counter-Strike Nexon Zombies,0.2
Counter-Strike Condition Zero,0.2
Risk of Rain,0.1
how do you Do It?,0.1
Quake Live,0.1
Crysis,0.1
Boring Man - Online Tactical Stickman Combat,0.1
Dota 2,3.2
Dota 2,62.0
Counter-Strike Global Offensive,356.0
Counter-Strike Source,34.0
The Walking Dead,13.0
Call of Duty Black Ops III,12.4
Grand Theft Auto V,9.7
The Elder Scrolls V Skyrim,7.9
The Witcher 3 Wild Hunt,7.1
Middle-earth Shadow of Mordor,6.9
Call of Duty Advanced Warfare - Multiplayer,4.0
Portal,4.0
Call of Duty Modern Warfare 2 - Multiplayer,4.0
DayZ,3.3
Resident Evil Revelations / Biohazard Revelations,3.1
Fallout 3 - Game of the Year Edition,2.6
The Sims(TM) 3,2.3
Portal 2,1.7
Alien Isolation,1.6
Dying Light,1.6
PAYDAY 2,1.1
The Walking Dead Season Two,0.7
Resident Evil / biohazard HD REMASTER,0.4
PlanetSide 2,0.3
Mount & Blade Warband,133.0
Sid Meier's Civilization V,31.0
Counter-Strike Source,22.0
Team Fortress 2,21.0
Mount & Blade With Fire and Sword,19.8
Cabela's Big Game Hunter Pro Hunts,9.2
Day of Defeat Source,1.1
Half-Life 2 Lost Coast,0.3
Dota 2,752.0
Terraria,55.0
Boring Man - Online Tactical Stickman Combat,52.0
South Park The Stick of Truth,41.0
Rampage Knights,34.0
Block N Load,22.0
Captain Forever Remix,22.0
Don't Starve,16.0
Creativerse,14.6
Mount Your Friends,12.7
Starbound,11.7
Magic Barrage - Bitferno,11.5
Serious Sam 3 BFE,11.1
Unturned,9.7
Sheltered,7.7
Broforce,6.6
Everlasting Summer,5.5
Garry's Mod,5.4
Kingdom,5.2
Shoppe Keep,4.3
The Binding of Isaac,4.2
Serious Sam 2,2.9
Relic Hunters Zero,2.8
Don't Starve Together Beta,2.1
Eternal Fate,1.7
The Mighty Quest For Epic Loot,1.7
Five Nights at Freddy's 4,1.7
Brawlhalla,1.7
BLOCKADE 3D,1.7
I am Bread,1.5
Super Meat Boy,1.4
Mitos.is The Game,1.3
Time Clickers,1.3
60 Seconds!,1.2
BattleBlock Theater,1.1
Bloody Trapland,1.1
Counter-Strike Nexon Zombies,1.1
Dota 2,1.1
Counter-Strike Global Offensive,0.9
Heroes of Scene,0.9
Trove,0.7
Grand Theft Auto San Andreas,0.7
Team Fortress 2,0.6
Warside,0.6
Beast Boxing Turbo,0.5
POSTAL 2,0.5
Happy Wars,0.5
Galcon 2,0.5
Batla,0.4
Fistful of Frags,0.3
Teeworlds,0.3
AdVenture Capitalist,0.2
World of Soccer online,0.2
Krosmaster Arena,0.2
7 Days to Die,0.2
Immune,0.2
Serious Sam HD The Second Encounter,0.1
Gladiators Online Death Before Dishonor,0.1
Town of Salem,0.1
RUSH,0.1
Polarity,0.1
Team Fortress 2,9.6
Depression Quest,0.3
Dota 2,1233.0
Dota 2,103.0
Counter-Strike Global Offensive,145.0
Dota 2,0.3
Team Fortress 2,13.1
Fallout 4,119.0
Sins of a Solar Empire Rebellion,113.0
The Witcher 3 Wild Hunt,105.0
XCOM Enemy Unknown,94.0
Dark Souls Prepare to Die Edition,88.0
Fallout New Vegas,72.0
METAL GEAR SOLID V THE PHANTOM PAIN,54.0
Endless Space,50.0
StarDrive,49.0
Endless Legend,49.0
LIGHTNING RETURNS FINAL FANTASY XIII,40.0
Sid Meier's Civilization V,38.0
Darksiders II,36.0
FINAL FANTASY XIII,34.0
Grand Theft Auto V,34.0
BioShock Infinite,33.0
Borderlands 2,31.0
The Witcher 2 Assassins of Kings Enhanced Edition,31.0
DARK SOULS II,31.0
Middle-earth Shadow of Mordor,30.0
Terraria,29.0
StarDrive 2,28.0
Divinity Original Sin,27.0
The Elder Scrolls V Skyrim,26.0
The Talos Principle,25.0
Mad Max,25.0
Eador. Masters of the Broken World,23.0
Saints Row IV,22.0
Dishonored,21.0
FTL Faster Than Light,20.0
Saints Row The Third,20.0
Sleeping Dogs,19.8
Magic The Gathering  Duels of the Planeswalkers 2012,19.2
Starbound,18.9
Shadowrun Returns,18.8
Satellite Reign,17.5
Sid Meier's Civilization Beyond Earth,17.3
Supreme Commander 2,17.3
King Arthur Collection,17.2
Darksiders,17.2
Deus Ex Human Revolution,16.2
Just Cause 3,15.9
Xenonauts,15.6
Homeworld Remastered Collection,15.0
Age of Wonders III,14.8
Axiom Verge,14.6
Space Pirates and Zombies,14.5
Castlevania Lords of Shadow 2,14.2
Broken Age,13.9
Tropico 4,13.4
RAGE,13.3
Binary Domain,12.6
The Banner Saga,12.4
Warframe,12.2
Lords Of The Fallen,11.0
The Bureau XCOM Declassified,10.9
Defender's Quest Valley of the Forgotten,10.4
Planetary Annihilation TITANS,10.3
Mars War Logs,10.1
Wolfenstein The New Order,10.0
Warlock 2 the Exiled,9.4
Total War ROME II - Emperor Edition,9.4
Torchlight II,9.4
Dragon Age Origins - Ultimate Edition,9.4
Warlock - Master of the Arcane,9.3
Batman Arkham Asylum GOTY Edition,9.3
Hitman Absolution,9.1
Eufloria,9.1
Spelunky,8.9
Game of Thrones ,8.9
Red Faction Guerrilla Steam Edition,8.3
Assassin's Creed Revelations,8.2
Portal 2,8.0
Magicka,8.0
Nom Nom Galaxy,8.0
Zeno Clash 2,7.9
Ori and the Blind Forest,7.9
Fallen Enchantress Legendary Heroes,7.9
Gratuitous Space Battles,7.8
Holy Potatoes! A Weapon Shop?!,7.7
Max Payne 3,7.6
"Warhammer 40,000 Space Marine",7.0
Metro Last Light,7.0
Total War SHOGUN 2,6.9
Dust An Elysian Tail,6.8
Castlevania Lords of Shadow - Ultimate Edition,6.8
Orcs Must Die!,6.7
Spore,6.6
Planetary Annihilation,6.4
Injustice Gods Among Us Ultimate Edition,6.3
Her Story,6.3
Hammerwatch,6.0
Finn and Jake's Epic Quest,6.0
The Swapper,6.0
The Cave,6.0
Universe Sandbox,5.9
Rebel Galaxy,5.6
Legend of Grimrock,5.5
Sword of the Stars The Pit,5.4
Iron Brigade,5.4
The Magic Circle,5.2
Borderlands,5.1
Infested Planet,5.1
Insanely Twisted Shadow Planet,5.0
Impire,4.9
Little Inferno,4.9
Unepic,4.9
Lichdom Battlemage,4.8
Reus,4.7
Crusader Kings II,4.7
Rome Total War,4.7
Divinity Dragon Commander,4.6
Rogue Legacy,4.6
Sang-Froid - Tales of Werewolves,4.6
Bastion,4.6
Dead Island,4.5
Hand Of Fate,4.5
"Warhammer 40,000 Dawn of War II - Chaos Rising",4.5
War for the Overworld,4.5
Sorcerer King,4.4
DmC Devil May Cry,4.4
3DMark,4.3
Two Worlds II,4.3
Orcs Must Die! 2,4.3
Cradle,4.2
Magic 2014 ,4.2
Hell Yeah!,4.2
Shovel Knight,4.1
MASSIVE CHALICE,4.1
The Stanley Parable,4.1
Darkest Dungeon,4.1
The Last Federation,3.9
Might & Magic Heroes VI,3.9
Solar 2,3.8
Risk of Rain,3.7
Don't Starve,3.7
Just Cause 2,3.7
Trine 2,3.7
FINAL FANTASY VIII,3.6
DEFCON,3.6
The Walking Dead,3.5
Spec Ops The Line,3.4
Toy Soldiers War Chest,3.3
Hard Reset,3.2
Alice Madness Returns,3.2
Galactic Civilizations II Ultimate Edition,3.2
Guacamelee! Gold Edition,3.2
Antichamber,3.0
Darwinia,3.0
Transistor,3.0
Ys The Oath in Felghana,2.9
Pillars of Eternity,2.9
Evolve,2.9
Brothers - A Tale of Two Sons,2.9
Costume Quest,2.8
CastleStorm,2.8
Halfway,2.8
Cave Story+,2.7
Bound By Flame,2.6
Child of Light,2.6
Left 4 Dead,2.4
Dungeon of the Endless,2.4
Kingdoms of Amalur Reckoning,2.4
Gunpoint,2.3
Medieval II Total War,2.3
"Warhammer 40,000 Dawn of War II  Retribution",2.3
Dota 2,2.2
Big Pharma,2.2
Mortal Kombat Komplete Edition,2.2
King Arthur II - The Role-playing Wargame,2.1
Gods Will Be Watching,2.1
AdVenture Capitalist,2.1
Deus Ex Human Revolution - The Missing Link,2.0
Starpoint Gemini 2,2.0
The Binding of Isaac,2.0
PixelJunk Shooter,2.0
Quantum Conundrum,2.0
Salvation Prophecy,1.9
VoidExpanse,1.9
"Invisible, Inc.",1.9
Nihilumbra,1.8
X-COM UFO Defense,1.8
Sunless Sea,1.8
SteamWorld Dig,1.7
Cannon Brawl,1.6
DARK SOULS II Scholar of the First Sin,1.6
Age of Empires II HD Edition,1.6
Time Clickers,1.5
Knights of Pen and Paper +1,1.5
METAL GEAR SOLID V GROUND ZEROES,1.5
Call of Juarez Gunslinger,1.5
Ziggurat,1.5
Red Faction Armageddon,1.5
Far Cry 2,1.3
Long Live The Queen,1.3
Evoland,1.3
Spacebase DF-9,1.3
Mercenary Kings,1.3
Galactic Civilizations III,1.2
Cities Skylines,1.2
Need for Speed Hot Pursuit,1.2
Meridian New World,1.2
State of Decay,1.2
Nuclear Throne,1.1
Game Dev Tycoon,1.1
Cryostasis,1.1
Omerta - City of Gangsters,1.1
Kung Fu Strike The Warrior's Rise,1.1
Kingdom Wars,1.0
Banished,1.0
Sol Survivor,1.0
Far Cry 3 Blood Dragon,1.0
Deadlight,1.0
Garry's Mod,0.9
ARK Survival Evolved,0.9
LEGO The Lord of the Rings,0.9
The Long Dark,0.9
Mark of the Ninja,0.9
Volgarr the Viking,0.9
Command and Conquer 4 Tiberian Twilight,0.8
Betrayer,0.8
La-Mulana,0.8
Anodyne,0.8
"Warhammer 40,000 Dawn of War II",0.8
Alpha Protocol,0.8
Revenge of the Titans,0.8
Command and Conquer Red Alert 3 - Uprising,0.7
Surgeon Simulator,0.7
Tiny and Big Grandpa's Leftovers,0.7
Mushroom 11,0.7
Hotline Miami,0.7
Awesomenauts,0.7
The Fall,0.7
Legend of Dungeon,0.7
The Darkness II,0.7
Besiege,0.6
Batman Arkham City GOTY,0.6
Star Wars Empire at War Gold,0.6
RONIN,0.6
Rochard,0.6
Life Is Strange,0.6
Left 4 Dead 2,0.6
Grow Home,0.6
Call of Juarez Bound in Blood,0.5
Dear Esther,0.5
Out There  Edition,0.5
The Incredible Adventures of Van Helsing,0.5
King's Bounty Crossworlds,0.5
Unstoppable Gorg,0.5
The Universim,0.5
Clicker Heroes,0.5
Valdis Story Abyssal City,0.4
X-COM Apocalypse,0.4
Metro 2033,0.4
Greed Corp,0.4
X3 Terran Conflict,0.4
Thomas Was Alone,0.4
GALAK-Z,0.4
Ultratron,0.4
Vessel,0.3
Reprisal Universe,0.3
Angry Video Game Nerd Adventures,0.3
Interplanetary,0.3
Eufloria HD,0.3
Kentucky Route Zero,0.3
Sniper Elite Nazi Zombie Army,0.3
Capsized,0.3
SpaceChem,0.3
Super Time Force Ultra,0.3
Mountain,0.3
Droid Assault,0.2
Reassembly,0.2
Titan Quest,0.2
Tales from Space Mutant Blobs Attack,0.2
Halo Spartan Assault,0.2
X-COM Terror from the Deep,0.2
Just Cause 2 Multiplayer Mod,0.2
Wizorb,0.2
Gateways,0.2
Retro City Rampage DX,0.2
Dustforce,0.2
Jamestown,0.2
Proteus,0.1
Titan Attacks,0.1
Dota 2,33.0
Saints Row The Third,13.4
Dota 2,39.0
Team Fortress 2,5.3
Dota 2,3.0
Heroes & Generals,0.4
Steel Ocean,0.1
Football Manager 2012,544.0
Football Manager 2011,469.0
Football Manager 2013,400.0
Football Manager 2010,352.0
Football Manager 2015,104.0
Team Fortress 2,4.2
America's Army Proving Grounds,1.2
SMITE,4.9
METAL GEAR SOLID V THE PHANTOM PAIN,0.5
WARMODE,0.2
Mafia II,126.0
Alien Swarm,21.0
War Thunder,34.0
No More Room in Hell,15.2
Warframe,11.2
Serious Sam HD The Second Encounter,3.6
Tom Clancy's Ghost Recon Phantoms - NA,3.4
Counter-Strike,0.2
Team Fortress 2,15.3
Gotham City Impostors Free To Play,0.1
Car Mechanic Simulator 2015,11.9
Train Simulator,5.0
Unturned,172.0
Counter-Strike,13.9
Counter-Strike Condition Zero,7.7
Counter-Strike Condition Zero Deleted Scenes,6.3
Deathmatch Classic,0.5
Might & Magic Duel of Champions,268.0
Counter-Strike Global Offensive,27.0
Navy Field 2  Conqueror of the Ocean,1.6
Robocraft,8.1
Unturned,0.5
Empire Total War,542.0
Napoleon Total War,221.0
Medieval II Total War,139.0
Age of Empires III Complete Collection,103.0
R.U.S.E,98.0
Age of Empires II HD Edition,93.0
Total War SHOGUN 2,78.0
Total War ROME II - Emperor Edition,59.0
Dota 2,89.0
Unturned,2.2
Dota 2,1.8
Team Fortress 2,590.0
Garry's Mod,111.0
Guns of Icarus Online,23.0
Portal,8.1
Little Inferno,4.4
Takedown Red Sabre,3.4
Counter-Strike Source,1.1
Flight of the Icarus,0.6
Thief,12.1
The Witcher 3 Wild Hunt,125.0
PAYDAY 2,118.0
Team Fortress 2,108.0
Deus Ex Human Revolution,95.0
Counter-Strike Global Offensive,65.0
Grand Theft Auto V,64.0
Half-Life 2,50.0
Sid Meier's Civilization V,42.0
Fallout 4,40.0
DRAGON BALL XENOVERSE,34.0
Borderlands 2,34.0
Left 4 Dead 2,31.0
The Elder Scrolls V Skyrim,30.0
Deus Ex Human Revolution - Director's Cut,30.0
XCOM Enemy Unknown,29.0
Vampire The Masquerade - Bloodlines,29.0
Dying Light,28.0
Prison Architect,27.0
Portal 2,27.0
STAR WARS Knights of the Old Republic II The Sith Lords,26.0
Grand Theft Auto IV,24.0
The Witcher 2 Assassins of Kings Enhanced Edition,21.0
FTL Faster Than Light,21.0
Shadowrun Hong Kong,19.8
Total War SHOGUN 2,19.1
Dragon Age Origins - Ultimate Edition,18.8
Sid Meier's Civilization Beyond Earth,17.9
Assassin's Creed Syndicate,16.4
Shadowrun Dragonfall - Director's Cut,16.3
Fallout New Vegas,15.7
Terraria,14.0
Half-Life,13.6
Sleeping Dogs,12.7
Grand Theft Auto Episodes from Liberty City,12.5
Middle-earth Shadow of Mordor,12.4
Batman Arkham Origins,12.4
Pillars of Eternity,12.3
BioShock Infinite,12.2
L.A. Noire,12.2
SimCity 4 Deluxe,12.0
Metro Last Light,12.0
Psychonauts,12.0
Starbound,11.9
Left 4 Dead,11.7
Empire Total War,11.7
Shadowrun Returns,11.5
Half-Life 2 Episode Two,11.1
Tales from the Borderlands,10.9
Wolfenstein The New Order,10.6
South Park The Stick of Truth,10.1
Deus Ex Game of the Year Edition,9.2
Broken Age,9.1
Tropico 4,9.0
PAYDAY The Heist,8.6
This War of Mine,8.4
Star Wars Knights of the Old Republic,8.3
Cities Skylines,8.3
METAL GEAR RISING REVENGEANCE,8.0
The Wolf Among Us,7.9
Burnout Paradise The Ultimate Box,7.6
Half-Life 2 Episode One,7.3
Transistor,6.1
Hotline Miami,5.6
System Shock 2,5.4
Dead Rising 2 Off the Record,4.9
The Walking Dead,4.7
Guacamelee! Gold Edition,4.7
Deus Ex Human Revolution - The Missing Link,4.4
Game Dev Tycoon,3.9
Wolfenstein The Old Blood ,3.2
The Legend of Korra,3.2
Medieval II Total War,3.1
Rogue Legacy,3.0
Don't Starve,2.7
Knights of Pen and Paper +1,2.6
LEGO The Lord of the Rings,2.5
Mirror's Edge,2.4
Sins of a Solar Empire Rebellion,2.4
Trine 2,2.3
METAL SLUG 3,2.2
Dishonored (RU),1.5
Brtal Legend,1.5
Just Cause 2,1.2
Starpoint Gemini 2,1.1
The Bard's Tale,1.0
Defense Grid The Awakening,0.9
Hitman Blood Money,0.8
Metro 2033,0.7
Alien Swarm,0.7
Styx Master of Shadows,0.6
Metro 2033 Redux,0.6
Hotline Miami 2 Wrong Number,0.6
Supreme Commander 2,0.6
Half-Life 2 Lost Coast,0.5
"Papers, Please",0.5
Torchlight II,0.4
Magicka Wizard Wars,0.4
Aeon Command,0.3
Grand Theft Auto Vice City,0.3
Hitman Absolution,0.2
Grand Theft Auto San Andreas,0.2
Rise of Nations Extended Edition,0.2
Rome Total War,0.1
Dota 2,8.2
Orcs Must Die! 2,12.8
Farming Simulator 2013,8.9
Left 4 Dead 2,8.1
LIMBO,5.1
From Dust,3.9
Toki Tori,2.2
Torchlight II,1.7
SpellForce 2 Gold Edition,1.5
Dota 2,1.4
Worms Reloaded,1.1
Orcs Must Die!,1.0
Demigod,0.9
"Cook, Serve, Delicious!",0.7
Dear Esther,0.4
Legend of Grimrock,0.4
The Binding of Isaac,0.4
Marvel Heroes 2015,0.4
Magicka,0.3
Dead Rising 2,0.3
Trine,0.2
The Mighty Quest For Epic Loot,0.2
Castle Crashers,0.2
Football Manager 2016,1.7
Mount & Blade Warband,0.1
Dota 2,2.2
Insurgency Modern Infantry Combat,0.9
Dota 2,0.3
Call of Duty Ghosts - Multiplayer,353.0
Rocksmith 2014,12.7
